designation,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_pseudo_colour,astrometric_pseudo_colour_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,l,b,ecl_lon,ecl_lat
Gaia DR2 6253614636594954368,2015.5,232.42911291872588,0.058524075363681524,-20.735821807582337,0.04277026962605842,0.8208512430443508,0.06459566764722992,-5.341513547096336,0.13670888584552454,-4.658095271445985,0.0986755371705809,1.5274335333695048,0.014116292511222376,16.159391,,,345.7105096085765,28.696015366659513,235.21479484616492,-1.718457625676596
Gaia DR2 6253688303873129088,2015.5,233.26453925084635,0.028535680774977708,-20.53333682251553,0.020623355866633466,1.132855292539625,0.031973926072812756,-13.00077094762554,0.06377559136861473,-2.8382350412293094,0.046826653739305134,1.5827413432149342,0.007572394696980832,14.436704,,,346.5360099027698,28.340840183010368,235.92530448213887,-1.3340176482390056
Gaia DR2 6253564363996837888,2015.5,232.76425613506734,0.38541090922190646,-20.779112467951215,0.2231681698375422,0.02706226358421615,0.41790774189332425,-0.5092910157275425,0.7213773561872571,-3.3031587070224235,0.49294822508292896,1.5713726648827353,0.08499233346564364,19.24619,,,345.9504151806324,28.46000297220108,235.5294931390746,-1.6847107155238854
Gaia DR2 6253578073532413056,2015.5,233.19577545305407,0.937437450697133,-20.802237245010147,0.7120841337539573,1.1702904193312587,1.069633238883842,5.981983936234425,2.012938910079639,-13.021539985624923,1.650589522707075,1.2855932483747883,0.23675323315028027,20.141766,,,346.280975686559,28.179639282065036,235.92686754411943,-1.6105034647006473
Gaia DR2 6253722148215723520,2015.5,233.9451855540601,0.040769155867723464,-20.024678075035425,0.03478888679590998,0.09037457336652872,0.044269644146,-1.5329444823559655,0.08352433368359881,0.8787884325739357,0.08310992006256192,1.5653869528150652,0.009204047569064722,14.726503,,,347.4622507326471,28.30171966871774,236.4257235166816,-0.6890228152554057
Gaia DR2 6253618965918155264,2015.5,232.12448697623987,2.204269953535773,-20.825919922391083,1.793121099515129,,,,,,,,,21.028015,,,345.3958968573174,28.81071712524151,234.96037256238247,-1.8751941749574699
Gaia DR2 6253709160229595136,2015.5,233.81519666760857,2.0136801903775168,-20.255327292010243,2.022817728047255,,,,,,,,,20.69256,,,347.18490199779615,28.21001219960389,236.36116757141824,-0.9418593642055768
Gaia DR2 6253607725985535488,2015.5,232.33735235820112,0.6641603374271196,-20.832037549716024,0.443501645404535,1.5261807803479428,0.6212165021736815,-5.904186887317898,1.629901563801427,-3.187166494773165,1.0850090535546701,1.5172770384321084,0.14624615093500412,19.768366,,,345.56501845159823,28.677929156349457,235.15491814669664,-1.8326306877737901
Gaia DR2 4291151548282083456,2015.5,293.6430378876819,0.8326380667099013,4.95392207250659,0.6107470138167429,1.8544405291155424,1.121852754169584,-0.07199832088322905,1.7644319189281512,-1.5315446550604226,1.190648749651247,1.4292929823736402,0.11990271729365398,20.074327,,,42.322354409848685,-7.268423873912258,296.45357630243114,26.247900650084514
Gaia DR2 4291148799500395520,2015.5,293.5058096675782,0.8325201691307664,4.845251027298134,0.6652413125470827,-0.8833818796439449,1.1032212321691395,0.4094386315160001,1.8390054847812927,-5.883267944122004,1.400976114666157,1.404854756702872,0.1496918671499365,20.478474,,,42.16071213198608,-7.199216528914737,296.2821231565422,26.165195060800816
Gaia DR2 4291143301964021120,2015.5,293.28111497508934,0.2773469976590023,4.733730795340229,0.22564001869657221,0.8244514376833261,0.3248399875049648,-4.621101691837894,0.5802766406289331,-6.6885271643652935,0.45393598639341337,1.4690648155256498,0.051524856915495576,19.214659,,,41.9551847743118,-7.054367643448371,296.014761721545,26.094802765737445
Gaia DR2 4291116909365982464,2015.5,293.1193768355744,0.0935799176373262,4.582115248634508,0.0714201255792197,0.16887905158600006,0.10910815582167666,1.6373438501797293,0.19834011105956462,-3.814208768311818,0.12942446353354517,1.536579626679615,0.01667462528349689,17.532377,,,41.74393093644158,-6.98357073206691,295.8086754648431,25.973624464161375
Gaia DR2 4291140415724263040,2015.5,293.343622516518,0.49196256068229405,4.733487957743251,0.38672844593546934,0.294034171184186,0.6137685359422841,-2.4688856147180402,1.0523242771788048,-3.655726769273557,0.7417344351035542,1.6228720557224843,0.09608335764656017,20.027445,,,41.98455708007875,-7.109422385672562,296.083002124169,26.08364493849388
Gaia DR2 4291122342499821056,2015.5,293.526379618952,0.9370348548320382,4.536891319098218,0.7914171029106616,,,,,,,,,18.905277,,,41.896355324478826,-7.362752477175909,296.2439802277411,25.858061637386708
Gaia DR2 4291122033262076032,2015.5,293.5744241524257,0.6515079578940206,4.552891227940416,0.4974442443114449,0.5703416745201358,0.6230668202167013,-3.082929546163932,1.2712487256332092,-6.586116128931569,0.9143454349657054,1.3840704086131248,0.09526295892187163,20.009691,,,41.93335491417392,-7.397442512718816,296.2995078000159,25.86535091748726
Gaia DR2 4291124021833491456,2015.5,293.6707734789673,0.33092055920569974,4.610869206871709,0.270187569152662,1.7838887279115003,0.3679468614159927,0.7188524556458988,0.696335235863497,-4.693177802799555,0.5464883799674002,1.3384910987322496,0.05900051233952008,19.117039,,,42.03059985899638,-7.454773053989755,296.4159883655431,25.905396149378998
Gaia DR2 4291144431510446976,2015.5,293.26891928667607,0.1568744296316823,4.77855127136652,0.11688939710257314,0.16925175536905934,0.1808888851523718,-1.282289580094105,0.3177585797036323,-4.310938994846112,0.20972077280608184,1.5459816891508582,0.0289130457258529,18.370337,,,41.98924362825423,-7.022524289117658,296.0101731875607,26.141058716268752
Gaia DR2 4291116844968339968,2015.5,293.12532365965495,0.03647834447427736,4.5722266352267305,0.027495509709441396,1.0647984996293192,0.04582142842307314,-3.1003456099459736,0.07482856098768251,-6.808287394502272,0.04969003876729266,1.5185542792864357,0.00624993281070009,15.478308,,,41.737951878081724,-6.993455278472361,295.81325767284284,25.962856303348676
Gaia DR2 4291137666947230848,2015.5,293.76865028511634,0.7239354660239357,4.886831917642305,0.5393903462937514,-1.2478087265446571,1.0467496563724257,0.9341619581287105,1.569683859147393,-3.51931603913517,0.9784515674775617,1.3435835614273903,0.10848854771749342,20.119913,,,42.32236537807937,-7.410422055661613,296.57749920815985,26.159578089515193
Gaia DR2 4291142924006694528,2015.5,293.4504155856924,0.06005739151460736,4.812629670215042,0.04460854710056238,0.8579078981165142,0.06950026277543873,-4.4135091515014535,0.12168820581763003,-7.68655350759664,0.09056602764930272,1.5246590131547226,0.010412404145315805,16.15708,,,42.10547126301218,-7.165943966376139,296.2151792181815,26.14283127386184
Gaia DR2 4291149452357464704,2015.5,293.5671648151813,0.06255482646993242,4.890263090456517,0.047205673479043045,0.35673080664983914,0.07744031928720377,3.481914195185622,0.1280152722231899,-0.8658892547853498,0.09311799889571308,1.5461231973266052,0.011516129514929446,16.71868,,,42.229799584336924,-7.231860936301792,296.358049344027,26.19867525004451
Gaia DR2 4291153300629137920,2015.5,293.4398403316224,0.4077803192125479,4.933978270550234,0.3185584023267176,-0.0321869476708824,0.48264737002979513,-1.8534306749215945,0.8194070527324036,-1.5773937040454675,0.6567730552311718,1.332979783492418,0.07306349174430306,19.584059,,,42.20828351019475,-7.099392307461246,296.22747598784514,26.26413578137665
Gaia DR2 1346154866393240448,2015.5,268.7393381740957,0.11031850946131029,42.72150973973567,0.1447325486484412,-0.12823178886391248,0.14151348706833886,-1.2255397945875115,0.23399913140597917,-0.7211021541743885,0.3099697215242045,1.5113238184930258,0.03726989293374158,18.066458,,,69.16499097078069,27.960543056055446,267.70901148996353,66.15076542064365
Gaia DR2 1346192387233135744,2015.5,269.5795650293979,0.6237593067041823,43.2224531494828,0.6170878433636916,-0.1308887346772632,0.6870336232274462,-4.574163843626772,1.2652949111563248,-7.88903927075302,1.2978113888837362,1.0543679502943282,0.1600516941303989,20.603008,,,69.86668102512571,27.467575604983473,269.22669285533016,66.66060543319531
Gaia DR2 1346167618152629248,2015.5,268.92301120131026,0.09054985381330669,42.95775818757777,0.10266550364260603,2.521269078881131,0.10499038136427039,-8.927863845159052,0.22337090576306687,-41.420879779059476,0.19741638295867148,1.3345803808989118,0.02339285609848181,17.096931,,,69.45863271047705,27.879112164653694,268.03178346247347,66.3896810840307
Gaia DR2 1346273751087671424,2015.5,269.76120981273715,0.14371645897087865,43.81183400472474,0.14482638971884715,0.01243530711078025,0.16205333803859095,-3.3111898139746354,0.29518606381593077,-6.574187106894554,0.2926292162731381,1.647942983195028,0.045700298149073774,18.5041,,,70.54732168722698,27.46570388109685,269.5544201932381,67.25074551995421
Gaia DR2 1346228945990381952,2015.5,268.5906073426861,0.4467771686265311,43.14377281889424,0.5046275077374781,0.0858326640550428,0.4953645526667454,2.3951849100076923,1.0899305142756277,0.787476755067051,0.9087892488655576,1.4205955337887333,0.12109307697149378,20.109034,,,69.60693979827171,28.15562948277974,267.4131616417043,66.57039846361798
Gaia DR2 1346296153637087488,2015.5,267.20659509804403,0.5068771869768955,42.71854530644899,0.6100688937958878,0.6004850761852738,0.557261325270932,-1.7424771311970184,1.2818212023174969,-8.242399856416013,1.43236232327689,1.442056415231672,0.10639345667246661,19.664515,,,68.89937062651775,29.06214931403576,264.92804834526777,66.10865239251456
Gaia DR2 1346137102408793984,2015.5,267.9573928765073,0.2865109010431606,42.88857355659021,0.3657032134398092,0.15038009053304557,0.33597372509991885,-4.60546236847731,0.6548542165696349,10.8437323784188,0.9446244901604555,1.666543983355389,0.092766918427835,19.669374,,,69.21519990193994,28.55642170587006,266.2746728305948,66.30144240118437
Gaia DR2 1346180120802601600,2015.5,268.8828951167821,0.27280616601310886,43.15800291421711,0.33552090414831554,13.681197678119144,0.3300826529689725,-80.86231076078558,0.6527720020113289,-44.433700616623355,0.8040237168475679,1.4132755850440821,0.07978247871819631,19.447144,,,69.67312773666288,27.950052649696822,267.9487354797183,66.58932971661466
Gaia DR2 1346119716385986560,2015.5,267.96061074237355,0.49517594237582785,42.70305640284161,0.600912635843194,-0.3642006222402619,0.5088469344030396,-2.0982289447757627,1.0378386700469553,-6.271404720867581,1.3578698264525029,1.58404932539618,0.13703800920602044,20.279387,,,69.00901184403737,28.51628674613994,266.29667243786963,66.11612259787486
Gaia DR2 1346174966840830976,2015.5,268.7532761702659,2.2785930790244393,42.977762319558934,2.6786021854525366,,,,,,,,,21.004086,,,69.45105464884048,28.004735984314454,267.7206261149049,66.40717909349601
Gaia DR2 1346116142967808640,2015.5,267.5796856527138,0.2036244151185139,42.81766066223768,0.27002883873569195,0.26010342144324244,0.2619765668641146,-5.626242770080075,0.5313855578420883,-0.3146005405459491,0.8535258073555543,1.5548604335646972,0.07142461677927145,19.21651,,,69.07245169482457,28.813361709105678,265.5941418439716,66.21992958200765
Gaia DR2 1346119407143781376,2015.5,267.9396596089247,6.330080495617453,42.69714161271719,5.562608574579091,,,,,,,,,21.103594,,,68.99883592213192,28.530147576830394,266.2591851706364,66.1096704518862
Gaia DR2 1346249085092382592,2015.5,268.81437174127586,0.016722556466190048,43.483972021558316,0.018734779642525453,0.9070343063922349,0.01922923133482164,-4.196736610057701,0.035682920942785815,-0.8154318231696145,0.03469400012295028,1.5969824975103877,0.0053098086848066975,14.729255,,,70.02247876933482,28.066711414625484,267.8057355167392,66.91422242259176
Gaia DR2 1346267222737325696,2015.5,269.63038780319863,0.5478401891342947,43.738588695442985,0.5648970688537842,-0.41046202325525666,0.618749008984814,-3.696033528982461,1.0597164374549233,-4.679710256819959,1.1515708551747785,2.0529932221898197,0.16552737473447213,20.283915,,,70.44394412505217,27.54238557298863,269.31155289217475,67.1769862763776
Gaia DR2 1346218672427876992,2015.5,269.9119864879877,1.7784260320127998,43.5930671619409,3.6486908549360946,,,,,,,,,21.042034,,,70.33312891038955,27.312175580627883,269.8366704853945,67.03229810395045
Gaia DR2 6253541931383489152,2015.5,232.93017006962387,1.2818672416197854,-21.068166708689823,0.7139760671788458,-1.003949716827686,1.3959390063621813,-3.214269682537151,2.5530787415327905,-3.607675946792827,1.8270520247562914,1.542216397581299,0.26797070698027425,20.617174,,,345.87098984219296,28.139568216753204,235.74950789251358,-1.928043044107394
Gaia DR2 6253612055313706112,2015.5,232.60986064076894,0.5553224652907355,-20.76892093386253,0.38003078901033743,1.2855233908744246,0.5813900369736275,-0.5818263583468031,1.162217654832922,-0.14067100053057457,0.8065620699026618,1.2455057510876373,0.12675757602201929,19.73991,,,345.83291216171966,28.561402195431608,235.38687741354104,-1.7096428923372131
Gaia DR2 6253700325482027264,2015.5,233.4506728068766,0.2699578351325365,-20.264080137828564,0.1795087688481688,0.2802844829745932,0.30524195784449765,-2.2019198629112804,0.632317224481999,-0.3706329650121458,0.42607016043086327,1.3432680949499802,0.06439484840177202,18.541132,,,346.8865801347107,28.429223610654446,236.03086294156535,-1.0310359066060921
Gaia DR2 6253641505906390784,2015.5,232.6209708493492,1.3367296234851695,-20.543871787984695,0.745872636917356,0.9506448063443489,1.2472677354341288,-10.192457717018076,2.680252062237332,-7.186808916500186,1.5154911304058123,1.4597189158921977,0.26442741783854745,20.508606,,,346.0082336955259,28.725964345193535,235.34257413182914,-1.488749378906169
Gaia DR2 6253549073912872064,2015.5,232.54341715794814,0.24911437798704883,-21.108433736389294,0.19607631294915473,-0.02859661193358753,0.2742133043813352,-2.2785665459099897,0.5778075692099572,-2.3813860080113582,0.45923917370981737,1.5492393812488603,0.06209158963618509,18.888943,,,345.5293091015751,28.342617089129455,235.40879038793784,-2.054084742267269
Gaia DR2 6253585602610752768,2015.5,233.03413210121641,1.6316654153486043,-20.714388403397972,1.0280136068127212,-2.1135708711275587,2.12326287029074,4.619899866127167,3.365053259654647,-1.4011546769056373,2.874829357989108,1.8889897311626882,0.3689665346181368,20.77479,,,346.21612320887084,28.3448691501311,235.75904574294685,-1.5612980379714783
Gaia DR2 6253571205885744128,2015.5,232.99554626208607,0.11810472273684956,-20.849998667478097,0.08778733638675963,0.013031563764609995,0.12996895584733367,-0.381680929614827,0.23904279580062754,-5.116545114992687,0.1873619657274088,1.5049633519383931,0.02886698654434434,17.614489,,,346.0846468831426,28.2655466269345,235.75648397136717,-1.7016013238541836
Gaia DR2 6253578936826879232,2015.5,233.22809894451566,0.11875592443242522,-20.729315824120963,0.11494658741481373,3.3128165166889225,0.12919225711388196,-18.52799224576046,0.2367738462081179,4.505318788063905,0.2268389834387551,1.3085156833768832,0.031159658389941457,17.257286,,,346.36102301786184,28.215051439513797,235.9388477785206,-1.5324804792497422
Gaia DR2 6253703933254673024,2015.5,233.48028939678997,0.3575059891343687,-20.191564857666332,0.21335846025592717,0.29237348332969537,0.3766065206662778,0.431594661020534,0.7806256048631112,-5.535164659004241,0.5411152558477809,1.4347712161576254,0.08305238686134983,19.142067,,,346.9646916045172,28.465470247427064,236.04068963312614,-0.9540020531117078
Gaia DR2 6253712939801180416,2015.5,233.82475994061443,2.28234635628088,-20.17975345634886,2.237092961800379,,,,,,,,,20.859137,,,347.2493400749506,28.26069776382691,236.35214126158644,-0.866291617875352
Gaia DR2 6253588454474478080,2015.5,232.81487760017097,0.2965912219359342,-20.717606905644843,0.15774248960667317,1.8778035177649333,0.3129593935545871,-3.333450797018411,0.5648211760325377,-28.031715860553934,0.3402886000184617,1.3159070221931772,0.057731939502562016,18.692509,,,346.0368106172219,28.475991730088197,235.5606517623373,-1.6136205962674124
Gaia DR2 6253642845940381952,2015.5,232.7008741656301,0.12052294247062353,-20.519479229504615,0.08223418330962182,0.2254676419063182,0.14238113772274444,-3.6598843147248177,0.26390262440412043,-6.215428332937616,0.18543621896971488,1.504744693486551,0.031161699020454306,17.480093,,,346.09116626449406,28.695904316924963,235.40932487538203,-1.4470187121573166
Gaia DR2 6253559214331601152,2015.5,232.86107614803316,1.0454383755915804,-20.86951493218701,0.5920804470522665,0.19190264342766908,1.1039793473790365,0.01638399906219057,2.119344722826342,-11.908264792664404,1.2784095080549187,1.4424327621859494,0.21905127351076478,20.391598,,,345.96185278283247,28.332485293548878,235.6391255935722,-1.750691896350686
Gaia DR2 6253682802015239680,2015.5,233.65940300950624,0.3110462840309469,-20.4181713401507,0.20571754111879914,-0.06556648539397851,0.3274292866101553,1.5207816357801436,0.6938219892833454,-0.24905793600046278,0.5117291701650339,1.6258485168192724,0.07422828226563633,19.106117,,,346.93839406984426,28.184342177280275,236.25749067467927,-1.1345064102764517
Gaia DR2 4291120349631771008,2015.5,293.1756321096869,0.8678733393761094,4.711825371167778,0.6158816152222238,3.0092783323822694,1.2443593508504203,-4.667252954403564,1.8857682626425285,-9.311383842090336,0.9397335413119718,1.2763300748021211,0.14991619136855736,20.022047,,,41.88581453261164,-6.971962759469648,295.89524570239035,26.09159799523206
Gaia DR2 4291127251663600640,2015.5,293.46369437052005,0.1853490626310796,4.637804724410101,0.1387139378706356,0.40415912622742245,0.21079893344989417,-3.9773403965192586,0.3890845122978242,-8.66181855399553,0.2884630545154994,1.5184361040348633,0.03654697725545447,18.82437,,,41.95637477592529,-7.260069332376922,296.19538005875376,25.96841075739054
Gaia DR2 4291124434150352000,2015.5,293.674279942223,0.15263239411029017,4.65412812688564,0.11462316996093207,0.6933457194198732,0.18736572182068667,-4.457301807651249,0.31567877217361745,-5.434525495872744,0.2223124617756883,1.4405551942139785,0.031167744955084387,18.432129,,,42.07072568308574,-7.437437887532594,296.4283544655907,25.947346843435156
Gaia DR2 4291119524997771904,2015.5,293.20238971480796,5.93021009970428,4.690922185601073,6.885943108800577,,,,,,,,,20.990013,,,41.879892666566136,-7.005332708398258,295.9204227594109,26.06636466401767
Gaia DR2 4291150998527497856,2015.5,293.6024388702556,2.319066126724687,4.916874373719949,1.968216840676739,,,,,,,,,20.812634,,,42.27017547349061,-7.250273296565298,296.40186178192954,26.21863012310651
Gaia DR2 4291150036453380992,2015.5,293.66545681097614,0.6308264222066186,4.906021345688864,0.5072365917169296,-1.4973192879715678,0.8385126959357193,-1.57240056620731,1.4583759147730095,-6.481669781981698,0.9666883841172567,1.4573132844101007,0.09890338203063737,20.085716,,,42.29043088457637,-7.31074020248586,296.46857817459284,26.19679038875338
Gaia DR2 4291145840267446400,2015.5,293.38978884325024,0.28188903113365976,4.828719070469353,0.23001130569176512,0.7110848387487189,0.31930804220215536,-5.081450385304439,0.5832586796156916,-11.128128064306972,0.4560239303388686,1.296346942368161,0.047513860245850296,19.06581,,,42.09104785551601,-7.105086035249361,296.15208439035024,26.16931025198441
Gaia DR2 4291144126597620736,2015.5,293.3129643671653,0.041129968257635076,4.782821199557785,0.03034241888262181,0.26718588351208,0.04940407464937054,-1.2636142849679988,0.08182189841381593,-7.134471104679383,0.05713597632488578,1.5391641367272395,0.007222752422709127,16.137089,,,42.013885047590584,-7.059221024488108,296.0591425667909,26.137572762505638
Gaia DR2 4291116638809910784,2015.5,293.26853672408447,0.20136886876357257,4.675315036096161,0.14604159288923926,0.1504823155596075,0.22430281488701068,-2.6651495846473647,0.39420941009894167,-7.721852700583046,0.2700322525355338,1.6338064101084455,0.03785389378721408,18.718513,,,41.89731489135638,-7.070837418325422,295.9896427041919,26.039481708671776
Gaia DR2 4291137220270484992,2015.5,293.755430993965,0.7319502601497709,4.835054616905656,0.7671570420843419,-1.5006271681045331,1.0465373519883132,-2.4157263803461375,2.03847583913175,-5.619921548109651,1.3783188163576732,1.577266883356003,0.13618101547634073,20.408756,,,42.270072179287205,-7.423281791897938,296.5527662991987,26.110984258622274
Gaia DR2 4291123957407246208,2015.5,293.68922230100947,0.6377905480898456,4.598625134521253,0.5494522724968076,-0.37860360414284455,0.7382555140997676,-2.6353494075330786,1.692906415084561,-3.8970241624830666,1.5400268161002666,1.8135102218523553,0.14247140808814895,19.93711,,,42.028465300606626,-7.4767640355567675,296.4336883808505,25.890080897176496
Gaia DR2 4291117630918507904,2015.5,293.1469147463079,0.23075957042518222,4.621186326791349,0.20103844162600734,0.592731409011864,0.25759618321099026,-1.2806617914089111,0.510456608763357,-4.042630378596039,0.3435717953053673,1.5297921217615746,0.040027170009866914,18.732834,,,41.79167821842842,-6.989395820404659,295.8463049560633,26.00732829492778
Gaia DR2 4291150792369067904,2015.5,293.6958635978397,8.375497860507185,4.940979954650705,5.617576272575918,,,,,,,,,20.808474,,,42.335925395276824,-7.320922410535742,296.5087439812616,26.225795585190227
Gaia DR2 4291142649107069184,2015.5,293.46396714087405,0.24224437664733725,4.792939304716389,0.17237269539773312,0.5043527998899878,0.26447170781491686,2.3760378572165406,0.48217594595403024,4.56802977725008,0.3427758082194553,1.4700647900957529,0.038530723294042786,18.894522,,,42.09439414367731,-7.187140197007779,296.22611675141917,26.121067892473643
Gaia DR2 4291132268162793088,2015.5,293.8063625827001,0.48811869298148236,4.73110747174076,0.34595322174704335,,,,,,,,,19.003344,,,42.201859135865185,-7.517125437427173,296.5876955635478,25.999645442938373
Gaia DR2 1346281138431424384,2015.5,269.54906117726887,0.07066429725177614,43.82264590687272,0.07583914975456707,0.112097590766843,0.08119917914389357,-5.156028637987544,0.14957699157083026,-6.648782003450405,0.15995790515029576,1.6124422355614756,0.022707792841247097,17.416782,,,70.52258169090008,27.617585488370608,269.158318949675,67.26060928482632
Gaia DR2 1346274717457375232,2015.5,269.80216757110554,0.3321172065926449,43.86663996727618,0.3339715561734507,0.06035830257242008,0.3711185157713165,0.3005702884532677,0.6659922787025762,0.8302213081823286,0.7390597290049554,1.602504990481581,0.10234402676089037,19.607206,,,70.61476787725107,27.44854110673014,269.63034639368726,67.30566696918686
Gaia DR2 1346170087757254272,2015.5,269.20649442133526,1.1001774115323013,43.092817429017046,1.103012043873377,1.646150676302382,1.2646803850725208,1.5106480397258368,3.2112860617170464,1.6461252946626301,3.6180911602744956,1.8448109544871707,0.33873093327613163,20.921274,,,69.65772613639314,27.70541937334031,268.54509370663544,66.528090897747
Gaia DR2 1346239017687457664,2015.5,268.92386065088397,0.6769476452006046,43.393024482574134,0.7386226570170458,0.43170605069313933,0.7086688592986461,-0.20702266026688018,1.5089944011993959,-13.258362360746213,1.6731895465999387,1.549003833332324,0.19724238415811665,20.586824,,,69.94038243259764,27.970070989170832,268.0127055760646,66.82488191432262
Gaia DR2 1346283818491015680,2015.5,269.46678565311225,0.07354476637502379,43.82071836750668,0.08331118984928532,0.42427916256502646,0.08733696480795512,0.03159139735459641,0.1569252385945278,-4.936772390416856,0.17219712670573503,1.5598706667803304,0.025069997111648066,17.414541,,,70.50633189049724,27.675207686960874,269.0048050875104,67.25815723141757
Gaia DR2 1346204481858596608,2015.5,269.7574347288088,4.575478391120089,43.46489074132929,4.829932638810524,,,,,,,,,21.02603,,,70.1649092064901,27.393793556821706,269.55122689343,66.90379372896804
Gaia DR2 1346171599586015360,2015.5,269.24314739099964,1.0293468589073562,43.18094638709256,1.2899331059676018,-1.5110219878750535,1.4606948426627326,-6.401803243780668,3.9407896415616053,1.2010434045448317,2.9070525322933567,1.451382022756644,0.3301032954121272,20.974964,,,69.76142135746905,27.698133324817107,268.60935887649254,66.61657379476463
Gaia DR2 1346188573296999936,2015.5,269.150407924935,0.48116491331052,43.31848824597433,0.5116837344158026,1.2453474829459648,0.5212207248013189,-5.6066669792306305,1.269099487121991,-10.262516173216449,1.2727284200548152,1.4430173173560092,0.13679750722700237,20.418772,,,69.8970610209321,27.79337012508462,268.43380926235636,66.75315028216556
Gaia DR2 1346127657775602688,2015.5,268.1846110298203,0.4557239536420236,42.993502452256344,1.0127776316383212,0.8369593918494093,0.6459667604786212,-6.107019716441318,1.024811310155928,-0.5017530185648202,2.226314401902617,1.4319673289343562,0.15385712278230687,20.296247,,,69.37062950314244,28.414948204555053,266.6804679546226,66.41186602281138
Gaia DR2 1346252482410422656,2015.5,269.01926911395793,0.7849217158108582,43.529163500485694,0.9062212645721796,-0.09063575413734196,0.7600668589511574,-1.3175762193480616,1.752887217816262,-8.261769784080148,1.9379210806129998,1.220733090388166,0.22547350052002757,20.671623,,,70.10744939942826,27.930701484846423,268.18282977130184,66.96225820999864
Gaia DR2 1346167618152631168,2015.5,268.93801404731516,0.43150210856461324,42.96083490351555,0.6005464573542069,-2.33214612861028,0.53399592431066,7.980810329990332,0.9715950995381677,-11.014623382067878,1.1888878022909433,1.3437934988648268,0.12236056897158445,18.571444,,,69.46467135927955,27.869036232171936,268.05905202829194,66.39296081623748
Gaia DR2 1346273613648719616,2015.5,269.8037967049046,0.30352976860081937,43.813324662536694,0.3132605078109147,0.2827126286394068,0.34845778955838913,-9.636628156252016,0.6242184012185007,5.907643463513568,0.6800792506513604,1.263196262461825,0.09714149398718445,19.633602,,,70.55636295242904,27.436001244011482,269.63387742670255,67.25235615958803
Gaia DR2 1346282787698825216,2015.5,269.27653677660663,0.28091584259194397,43.77265081317132,0.3219168779004925,0.9784892513876237,0.3191750083710999,5.625979195784794,0.5646160691908768,1.5244062484818877,0.9354473296404656,1.2618246254250538,0.0967534242492097,19.440136,,,70.42071920530152,27.799408647790194,268.651371396165,67.20854489891698
Gaia DR2 1346290832174674176,2015.5,269.68822441459747,0.3329451669901055,43.95871120174126,0.35792233552780417,0.2815217947134767,0.38876609347971847,0.22897657571726437,0.7186026533950848,-0.0513322881956758,0.7976152317902195,1.6539113818496292,0.09532813126323111,19.54099,,,70.69653792091664,27.54831119664251,269.41608589657915,67.3973601240086
Gaia DR2 6253669539155463296,2015.5,232.65658868820847,0.39492023109147306,-20.190714444364897,0.2534070960261187,0.9131602222384232,0.42200288576436046,-7.011119181200329,0.8257853868709232,0.05078325542971573,0.5653477843906375,1.336809908500778,0.09093872972129541,19.292324,,,346.29933139032545,28.972592638296227,235.28969340043557,-1.1379785534089286
Gaia DR2 6253595979257182976,2015.5,233.0114991954499,3.730241705857747,-20.609012486837162,2.5320304260855946,,,,,,,,,19.844477,,,346.2760400017747,28.43854000454569,235.71324694471892,-1.4640535627104792
Gaia DR2 6253648068620613120,2015.5,232.98370620121963,0.15162136067787066,-20.381949111261967,0.1377935104935031,0.41722496224052175,0.1694186348681071,-4.809298594979863,0.3330884087568615,-3.1317174501285168,0.2765729686913995,1.5935911181317421,0.04393036643320808,17.783293,,,346.4223774324781,28.62750287445656,235.63357379041682,-1.2498310521044862
Gaia DR2 6253558492777385984,2015.5,232.79077403102062,7.16198256963573,-20.94242266644738,2.2485440745801526,,,,,,,,,21.085566,,,345.8513305543796,28.31969617591717,235.5928882148091,-1.8372528780032606
Gaia DR2 6253712832426908928,2015.5,233.83758520752144,0.3949733393474734,-20.187906718076572,0.36621389583770314,-0.09548982562171648,0.38054461808345613,-4.645840376615069,0.7222898824726971,-2.031850625452624,0.6773513817185727,1.7222899114407857,0.08848458586494055,19.119076,,,347.25344491960897,28.24661560256146,236.36575826047215,-0.8713907570389507
Gaia DR2 6253574259601419136,2015.5,233.33468453550725,0.13353744484496616,-20.827796765456007,0.09224189681313809,1.0996354992252657,0.13757526334325726,8.933666753722054,0.27344774545111356,-8.467781696591963,0.19426087869959194,1.516022896431143,0.03520545525109763,17.344467,,,346.3733785414982,28.075371296086367,236.05911452414014,-1.604424773861091
Gaia DR2 6253609409613777792,2015.5,232.62458868127422,0.16980748534764467,-20.827182134675038,0.11703849997082777,0.2263602845967585,0.18079685110139682,-13.597877113159711,0.3459093900058642,-9.160886574447959,0.2535955882954372,1.468376356929393,0.037706682019406565,18.017538,,,345.80188437787956,28.50810215476983,235.4143272527823,-1.7628512793705593
Gaia DR2 6253596151055874944,2015.5,233.02391544671076,0.04959584149370942,-20.602763805505532,0.04136177742930317,1.459959377410886,0.05366893771350914,-20.949088768752013,0.08745381112952115,-4.522149395609162,0.08961491241087874,1.5534392029735107,0.008872764937471092,14.351951,,,346.2906912373465,28.435688329195255,235.72303843159676,-1.4552046304377246
